periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,_TYPE_,_FREQ_,e
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,4,65535,1,4762828
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,1,65535,1,4745315
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,2,65535,1,4976003
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,3,65535,1,4880442
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,4,65535,1,4816896
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,1,65535,1,4779808
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,2,65535,1,5017994
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,3,65535,1,4971210
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,4,65535,1,4903454
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,1,65535,1,4839242
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,2,65535,1,5135168
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,3,65535,1,5031952
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,4,65535,1,4969522
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,1,65535,1,4921421
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,2,65535,1,5222568
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,3,65535,1,5122992
Q,U,S,17,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,4,65535,1,
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,1,65535,1,2308271
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,2,65535,1,2537859
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,3,65535,1,2484674
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,4,65535,1,2509206
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,1,65535,1,2464748
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,2,65535,1,2623204
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,3,65535,1,2562579
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,4,65535,1,2551006
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,1,65535,1,2530136
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,2,65535,1,2628643
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,3,65535,1,2497198
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,4,65535,1,2516340
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,1,65535,1,2515509
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,2,65535,1,2556547
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,3,65535,1,2475209
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,4,65535,1,2418042
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,1,65535,1,2378792
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,2,65535,1,2516584
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,3,65535,1,2476704
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,4,65535,1,2423302
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,1,65535,1,2378609
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,2,65535,1,2495320
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,3,65535,1,2418330
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,4,65535,1,2426454
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,1,65535,1,2386511
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,2,65535,1,2535643
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,3,65535,1,2485922
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,4,65535,1,2467514
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,1,65535,1,2386985
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,2,65535,1,2532741
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,3,65535,1,2533997
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,4,65535,1,2463009
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,1,65535,1,2440584
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,2,65535,1,2539323
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,3,65535,1,2493530
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,4,65535,1,2532501
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,1,65535,1,2445569
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,2,65535,1,2597836
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,3,65535,1,2497637
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,4,65535,1,2480822
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,1,65535,1,2461741
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,2,65535,1,2556158
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,3,65535,1,2463862
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,4,65535,1,2393378
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,1,65535,1,2255849
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,2,65535,1,2343400
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,3,65535,1,2281436
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,4,65535,1,2266732
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,1,65535,1,2237874
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,2,65535,1,2392806
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,3,65535,1,2337633
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,4,65535,1,2290757
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,1,65535,1,2294587
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,2,65535,1,2436027
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,3,65535,1,2400544
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,4,65535,1,2416716
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,1,65535,1,2365121
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,2,65535,1,2500191
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,3,65535,1,2438525
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,4,65535,1,2407625
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,1,65535,1,2408379
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,2,65535,1,2536133
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,3,65535,1,2486710
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,4,65535,1,2477328
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,1,65535,1,2427115
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,2,65535,1,2586809
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,3,65535,1,2513938
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,4,65535,1,2515770
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,1,65535,1,2488581
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,2,65535,1,2633882
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,3,65535,1,2577735
Q,U,S,18,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,4,65535,1,
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,4,65535,1,1104813
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,1,65535,1,1199662
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,2,65535,1,1253648
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,3,65535,1,1231641
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,4,65535,1,1206705
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,1,65535,1,1190221
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,2,65535,1,1250888
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,3,65535,1,1227310
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,4,65535,1,1205910
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,1,65535,1,1179993
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,2,65535,1,1241989
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,3,65535,1,1207220
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,4,65535,1,1172326
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,1,65535,1,1156229
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,2,65535,1,1221365
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,3,65535,1,1158701
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,4,65535,1,1163701
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,1,65535,1,1172712
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,2,65535,1,1222114
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,3,65535,1,1186679
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,4,65535,1,1175125
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,1,65535,1,1160681
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,2,65535,1,1236022
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,3,65535,1,1203622
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,4,65535,1,1197569
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,1,65535,1,1183966
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,2,65535,1,1261193
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,3,65535,1,1234377
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,4,65535,1,1213244
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,1,65535,1,1208190
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,2,65535,1,1287802
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,3,65535,1,1249072
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,4,65535,1,1235092
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,1,65535,1,1222080
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,2,65535,1,1296782
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,3,65535,1,1268909
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,4,65535,1,1244784
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,1,65535,1,1225381
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,2,65535,1,1291942
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,3,65535,1,1264572
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,4,65535,1,1232293
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,1,65535,1,1188519
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,2,65535,1,1236775
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,3,65535,1,1204616
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,4,65535,1,1172119
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,1,65535,1,1156097
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,2,65535,1,1211903
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,3,65535,1,1214012
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,4,65535,1,1237765
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,1,65535,1,1195068
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,2,65535,1,1256716
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,3,65535,1,1237238
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,4,65535,1,1221465
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,1,65535,1,1220549
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,2,65535,1,1284704
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,3,65535,1,1254398
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,4,65535,1,1234856
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,1,65535,1,1235658
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,2,65535,1,1295544
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,3,65535,1,1276341
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,4,65535,1,1255029
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,1,65535,1,1250512
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,2,65535,1,1326942
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,3,65535,1,1300504
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,4,65535,1,1281139
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,1,65535,1,1264802
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,2,65535,1,1341328
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,3,65535,1,1307299
Q,U,S,19,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,4,65535,1,
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1993,1,65535,1,806820
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1993,2,65535,1,915557
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1993,3,65535,1,934380
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1993,4,65535,1,907114
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1994,1,65535,1,906826
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1994,2,65535,1,933706
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1994,3,65535,1,933594
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1994,4,65535,1,941452
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1995,1,65535,1,938727
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1995,2,65535,1,965628
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1995,3,65535,1,959628
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1995,4,65535,1,964788
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1996,1,65535,1,968908
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1996,2,65535,1,1007779
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1996,3,65535,1,986964
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1996,4,65535,1,985068
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1997,1,65535,1,993153
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1997,2,65535,1,1053119
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1997,3,65535,1,1039777
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1997,4,65535,1,1052264
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,1,65535,1,1050033
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,2,65535,1,1075071
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,3,65535,1,1057298
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1998,4,65535,1,1081125
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,1,65535,1,1061738
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,2,65535,1,1102054
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,3,65535,1,1088247
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,1999,4,65535,1,1078063
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,1,65535,1,1083329
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,2,65535,1,1115152
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,3,65535,1,1089867
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2000,4,65535,1,1088383
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,1,65535,1,1086977
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,2,65535,1,1112761
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,3,65535,1,1086249
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,4,65535,1,1055288
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,1,65535,1,1049414
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,2,65535,1,1091560
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,3,65535,1,1068148
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,4,65535,1,1055283
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,1,65535,1,1035429
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,2,65535,1,1071198
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,3,65535,1,1054643
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,4,65535,1,1052183
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,1,65535,1,1038486
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,2,65535,1,1088717
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,3,65535,1,1065650
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,4,65535,1,1063937
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,1,65535,1,1054341
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,2,65535,1,1104743
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,3,65535,1,1072517
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,4,65535,1,1070376
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,1,65535,1,1072335
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,2,65535,1,1110975
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,3,65535,1,1096155
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,4,65535,1,1092504
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,1,65535,1,1092668
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,2,65535,1,1150886
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,3,65535,1,1128074
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,4,65535,1,1119112
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,1,65535,1,1119632
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,2,65535,1,1148546
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,3,65535,1,1120388
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,4,65535,1,1101945
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,1,65535,1,1064207
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,2,65535,1,1079561
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,3,65535,1,1057045
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,4,65535,1,1046045
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,1,65535,1,1028943
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,2,65535,1,1068680
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,3,65535,1,1059280
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2010,4,65535,1,1054718
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,1,65535,1,1040894
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,2,65535,1,1090995
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,3,65535,1,1067870
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2011,4,65535,1,1066977
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,1,65535,1,1067639
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,2,65535,1,1100377
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,3,65535,1,1078599
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2012,4,65535,1,1080987
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,1,65535,1,1074017
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,2,65535,1,1120787
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,3,65535,1,1100780
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2013,4,65535,1,1104416
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,1,65535,1,1092508
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,2,65535,1,1144687
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,3,65535,1,1118570
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2014,4,65535,1,1122448
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,1,65535,1,1102673
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,2,65535,1,1149083
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,3,65535,1,1128058
Q,U,S,20,A,0000,A05,0,A00,A0,A0,E0,0,0,2015,4,65535,1,
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,1,65535,1,1292000
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,2,65535,1,1499103
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,3,65535,1,1451409
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2001,4,65535,1,1466529
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,1,65535,1,1415476
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,2,65535,1,1461119
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,3,65535,1,1442563
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2002,4,65535,1,1433946
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,1,65535,1,1385415
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,2,65535,1,1399687
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,3,65535,1,1392366
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2003,4,65535,1,1448793
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,1,65535,1,1429849
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,2,65535,1,1473496
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,3,65535,1,1425851
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2004,4,65535,1,1445788
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,1,65535,1,1460724
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,2,65535,1,1522359
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,3,65535,1,1473356
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2005,4,65535,1,1479228
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,1,65535,1,1464064
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,2,65535,1,1504222
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,3,65535,1,1469676
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2006,4,65535,1,1513652
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,1,65535,1,1490689
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,2,65535,1,1540121
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,3,65535,1,1506224
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2007,4,65535,1,1510308
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,1,65535,1,1485707
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,2,65535,1,1526685
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,3,65535,1,1482474
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2008,4,65535,1,1459216
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,1,65535,1,1384516
Q,U,S,21,A,0000,A05,0,A00,A0,A0,E0,0,0,2009,2,65535,1,1415145
